15,1240		1
15,1250		1
15,1260		1
15,1270		1
15,1280		1
15,1290		1
15,1310		4
15,1330		2
15,1340		1
15,1350		1
15,1360		2
15,1370		1
15,1380		1
15,1390		1
15,1410		1
15,1420		1
15,1430		1
15,1440		2
15,1450		1
15,1510		1
15,1580		1
15,1590		1
15,1600		1
15,1650		1
15,1660		2
15,1680		1
15,1710		1
15,1730		1
15,1800		1
15,1830		1
15,1850		1
15,1900		1
15,1940		1
15,1970		1
15,1980		1
15,2010		2
15,2020		1
15,2050		1
15,2060		1
15,2070		1
15,2090		1
15,2100		1
15,2110		1
15,2140		1
15,2150		1
15,2190		1
15,2200		1
15,2220		1
15,2240		1
15,2280		1
15,2300		1
15,2450		1
15,2480		1
15,2640		1
15,2850		1
15,4070		1
20,10		1246
20,20		5901
20,30		3581
20,40		10883
20,50		36375
20,60		92749
20,70		143206
20,80		114885
20,90		54188
20,100		22143
20,110		8797
20,120		3706
20,130		1687
20,140		921
20,150		583
20,160		411
20,170		263
20,180		189
20,190		137
20,200		116
20,210		78
20,220		52
20,230		42
20,240		55
20,250		28
20,260		18
20,270		16
20,280		8
20,290		8
20,300		2
20,310		7
20,320		5
20,330		1
20,340		4
20,350		5
20,360		1
20,380		3
20,390		2
20,400		2
20,410		3
20,430		2
20,440		2
20,450		1
20,470		3
20,480		2
20,500		1
20,510		1
20,530		1
20,560		1
20,570		2
20,580		1
20,590		2
20,640		1
20,650		1
20,720		1
20,760		1
20,840		1
20,860		1
20,990		1
20,1030		1
20,1070		2
20,1250		1
25,10		111
25,20		229
25,30		566
25,40		2222
25,50		8254
25,60		26088
25,70		45225
25,80		38329
25,90		16394
25,100		6014
25,110		2481
25,120		991
25,130		407
25,140		313
25,150		208
25,160		139
25,170		112
25,180		77
25,190		71
25,200		41
25,210		34
25,220		26
25,230		17
25,240		16
25,250		12
25,260		8
25,270		5
25,280		3
25,290		5
25,300		2
25,310		2
25,320		1
25,340		1
25,350		1
25,360		1
25,380		1
25,400		1
25,490		1
25,550		1
25,560		1
30,10		18
30,20		55
30,30		68
30,40		158
30,50		420
30,60		1492
30,70		3651
30,80		5200
30,90		2503
30,100		923
30,110		407
30,120		224
30,130		158
30,140		132
30,150		84
30,160		96
30,170		72
30,180		51
30,190		40
30,200		39
30,210		27
30,220		25
30,230		16
30,240		6
30,250		7
30,260		6
30,270		5
30,280		3
30,290		4
30,300		2
30,320		2
30,330		1
30,340		2
30,350		1
30,360		2
30,420		1
30,450		1
30,550		1
35,10		6
35,20		28
35,30		60
35,40		68
35,50		137
35,60		286
35,70		641
35,80		966
35,90		607
35,100		285
35,110		192
35,120		158
35,130		131
35,140		117
35,150		92
35,160		91
35,170		79
35,180		48
35,190		51
35,200		42
35,210		28
35,220		16
35,230		16
35,240		11
35,250		7
35,260		6
35,270		5
35,280		2
35,290		2
35,300		3
35,310		1
35,340		1
35,380		1
40,10		1
40,20		8
40,30		36
40,40		32
40,50		72
40,60		123
40,70		197
40,80		277
40,90		187
40,100		116
40,110		110
40,120		90
40,130		73
40,140		67
40,150		60
40,160		46
40,170		41
40,180		31
40,190		26
40,200		27
40,210		7
40,220		11
40,230		10
40,240		13
40,250		7
40,260		5
40,270		3
40,280		4
40,300		1
40,310		2
40,320		2
40,330		1
40,380		1
45,10		2
45,20		10
45,30		17
45,40		17
45,50		12
45,60		41
45,70		72
45,80		97
45,90		78
45,100		40
45,110		54
45,120		33
45,130		33
45,140		26
45,150		34
45,160		17
45,170		23
45,180		23
45,190		13
45,200		12
45,210		14
45,220		2
45,230		3
45,240		2
45,260		3
45,270		2
45,280		3
45,290		1
45,300		1
45,310		3
45,360		1
50,10		2
50,20		16
50,30		12
50,40		8
50,50		12
50,60		24
50,70		23
50,80		42
50,90		36
50,100		26
50,110		10
50,120		12
50,130		24
50,140		23
50,150		17
50,160		14
50,170		16
50,180		9
50,190		10
50,200		5
50,210		8
50,220		4
50,230		1
50,240		2
50,250		1
50,260		1
50,270		2
50,280		3
50,290		1
50,300		2
50,320		1
50,330		1
50,400		1
55,10		3
55,20		3
55,30		8
55,40		9
55,50		9
55,60		8
55,70		11
55,80		16
55,90		20
55,100		14
55,110		12
55,120		15
55,130		8
55,140		4
55,150		7
55,160		12
55,170		7
55,180		10
55,190		7
55,200		4
55,210		7
55,220		1
55,230		3
55,240		5
55,250		2
55,260		2
55,280		2
55,290		1
55,300		2
55,320		1
55,400		1
55,420		1
60,20		4
60,30		5
60,40		5
60,50		2
60,60		4
60,70		7
60,80		12
60,90		4
60,100		20
60,110		4
60,120		8
60,130		3
60,140		8
60,150		2
60,160		3
60,170		4
60,180		3
60,190		1
60,200		1
60,210		5
60,250		2
60,270		1
60,300		1
60,350		1
65,10		2
65,20		8
65,30		5
65,40		4
65,50		4
65,60		8
65,70		5
65,80		4
65,90		3
65,100		5
65,110		3
65,120		3
65,130		2
65,140		2
65,150		3
65,160		2
65,170		2
65,180		1
65,190		2
65,210		1
65,250		1
65,280		1
65,300		1
70,10		1
70,20		6
70,30		9
70,40		2
70,50		2
70,60		3
70,70		4
70,80		5
70,90		2
70,100		4
70,110		1
70,120		4
70,130		7
70,140		2
70,150		1
70,160		3
70,170		2
70,180		2
70,190		1
70,200		1
75,10		1
75,20		7
75,30		6
75,40		1
75,50		2
75,60		2
75,70		3
75,80		2
75,90		1
75,110		2
75,120		1
75,130		2
75,150		2
75,160		1
75,170		2
75,190		1
75,250		1
75,420		1
80,10		1
80,20		10
80,30		3
80,40		3
80,50		1
80,60		1
80,70		1
80,80		1
80,100		1
80,140		1
80,180		1
80,200		1
80,270		1
80,380		1
85,10		1
85,20		14
85,30		5
85,40		1
85,60		1
85,70		2
85,80		2
85,90		1
85,100		1
85,110		1
85,120		2
85,130		1
85,150		1
85,170		1
85,210		1
85,280		1
90,10		1
90,20		7
90,30		6
90,50		2
90,60		1
90,70		2
90,80		1
90,90		1
90,100		2
90,110		1
90,130		1
90,140		2
90,170		1
90,180		1
90,190		1
95,10		3
95,20		11
95,30		7
95,40		3
95,70		3
95,100		1
95,180		1
100,10		1
100,20		10
100,30		8
100,40		1
100,50		2
100,60		2
100,70		2
100,90		1
100,100		1
100,140		1
100,160		1
105,10		2
105,20		6
105,30		6
105,40		1
105,50		2
105,80		3
105,90		1
105,100		1
105,120		1
105,160		1
105,200		1
105,210		1
110,10		1
110,20		1
110,30		4
110,80		2
110,90		1
110,150		2
115,10		1
115,20		1
115,30		1
115,40		1
115,120		1
115,260		1
120,50		1
125,30		1
125,40		2
125,50		1
125,100		1
130,30		2
130,40		1
130,60		1
130,80		1
130,90		1
135,30		1
135,40		1
135,60		1
135,110		1
140,10		2
140,30		1
140,50		2
140,110		1
150,60		1
160,30		1
165,30		1
165,460		1
175,120		1
180,30		1
180,40		1
185,30		1
185,110		1
185,270		1
195,70		1
205,10		1
205,230		1
205,290		1
210,10		1
215,190		1
250,130		1
255,420		1
295,110		1
295,580		1
335,300		1
355,120		1
365,310		1
395,20		1
